"name","longitude","latitude","prov","date","key"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.840414,29.708796,"gbif",2024-05-15,"4867851445"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.050277,29.633106,"gbif",2024-05-16,"4867912622"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.103063,29.704521,"gbif",2024-05-16,"4867919734"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.199774,29.713628,"gbif",2024-05-16,"4868038556"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.432267,31.019089,"gbif",2024-05-17,"4867659360"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.730098,30.269401,"gbif",2024-05-20,"4867937470"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.285314,29.747695,"gbif",2024-05-21,"4872343501"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.318344,26.173722,"gbif",2024-05-05,"4872434878"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.98563,30.124932,"gbif",2024-05-25,"4872268644"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.913588,29.637417,"gbif",2024-05-05,"4872215877"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.805137,29.802694,"gbif",2024-05-28,"4875113145"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.971881,31.894618,"gbif",2024-05-31,"4875284500"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.115294,27.150319,"gbif",2024-05-25,"4901653401"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.175171,29.774061,"gbif",2024-05-10,"4904302642"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.013345,27.111064,"gbif",2024-05-09,"4921991188"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.797394,28.310804,"gbif",2024-06-04,"4892020191"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.366116,27.720612,"gbif",2024-06-09,"4892237781"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.535071,31.103706,"gbif",2024-06-09,"4891653492"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.368736,30.4541,"gbif",2024-06-12,"4901968040"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.427142,26.410276,"gbif",2024-06-14,"4902033107"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.640371,26.055986,"gbif",2024-06-16,"4901645407"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.424038,30.577719,"gbif",2024-06-16,"4901053116"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.733856,29.980585,"gbif",2024-06-24,"4901833599"
"Crotalus adamanteus Palisot De Beauvois, 1799",-87.307025,30.285774,"gbif",2024-06-28,"4904057325"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.962886,28.412741,"gbif",2024-06-28,"4908103978"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.759156,25.493276,"gbif",2024-06-19,"4903777028"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.16973,30.196173,"gbif",2024-06-30,"4903901244"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.097272,27.070557,"gbif",2024-07-03,"4907972447"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.464275,30.150733,"gbif",2024-07-07,"4908276146"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.388237,32.258462,"gbif",2024-07-11,"4908214092"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.93154,30.3373,"gbif",2024-07-06,"4910677290"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.889651,30.314653,"gbif",2024-07-06,"4911136491"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.374035,26.033767,"gbif",2024-07-23,"4919312249"
"Crotalus adamanteus Palisot De Beauvois, 1799",-88.368806,31.05573,"gbif",2024-07-11,"4919697653"
"Crotalus adamanteus Palisot De Beauvois, 1799",-89.002786,30.805537,"gbif",2024-07-28,"4919440396"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.021467,31.037605,"gbif",2024-07-30,"4919502854"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.706076,28.872138,"gbif",2024-07-31,"4921796260"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.770274,25.293055,"gbif",2024-07-27,"4921894324"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.492079,29.63948,"gbif",2024-08-01,"4921778116"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.978209,29.170188,"gbif",2024-08-03,"4921917763"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.285223,31.412513,"gbif",2024-08-16,"4925960770"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.503304,25.899079,"gbif",2024-08-18,"4926268219"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.864068,30.49781,"gbif",2024-08-17,"4925922707"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.161899,32.505725,"gbif",2024-08-20,"4925815764"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.77722,26.360339,"gbif",2023-01-02,"4012014399"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.685829,26.266386,"gbif",2023-01-02,"4011987405"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.689074,26.037019,"gbif",2023-01-04,"4015210869"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.783426,25.307773,"gbif",2023-01-04,"4014853174"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.69199,26.306762,"gbif",2023-01-08,"4018303264"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.279533,26.199233,"gbif",2023-01-19,"4022049969"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.3525,26.081125,"gbif",2023-01-21,"4405236419"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.588546,32.681894,"gbif",2023-01-19,"4022349602"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.408767,26.400105,"gbif",2023-01-24,"4021953168"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.663197,26.568066,"gbif",2023-01-18,"4028928211"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.470558,26.470099,"gbif",2023-01-24,"4028986739"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.500374,28.004838,"gbif",2023-01-17,"4028896513"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.966669,28.536633,"gbif",2023-01-31,"4034932348"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.56442,26.519479,"gbif",2023-01-21,"4597441192"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.479816,28.982271,"gbif",2023-02-01,"4029091544"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.488645,31.025487,"gbif",2023-02-01,"4029219963"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.926468,25.032857,"gbif",2023-02-05,"4029220732"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.829138,28.082802,"gbif",2023-02-06,"4029261510"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.061654,27.115757,"gbif",2023-02-08,"4034613822"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.814178,25.270711,"gbif",2023-02-09,"4034675948"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.02233,28.778518,"gbif",2023-02-10,"4034674205"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.536729,24.742004,"gbif",2023-02-10,"4034614185"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.469738,27.883765,"gbif",2023-02-17,"4039521382"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.424238,28.778232,"gbif",2023-02-10,"4039162774"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.445443,28.610009,"gbif",2023-02-10,"4039370980"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.257802,29.448848,"gbif",2023-02-22,"4046691848"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.757429,26.553369,"gbif",2023-02-23,"4046497834"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.202901,29.808241,"gbif",2023-02-17,"4046667820"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.09571,28.190451,"gbif",2023-02-23,"4046600909"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.648574,27.997934,"gbif",2023-02-25,"4046475075"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.679991,29.999317,"gbif",2023-02-26,"4046597185"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.459088,29.557449,"gbif",2023-02-24,"4046347384"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.724507,27.941735,"gbif",2023-02-27,"4046653434"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.822891,28.063604,"gbif",2023-02-11,"4165365777"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.428412,26.105277,"gbif",2023-02-21,"4420934600"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.025587,28.187762,"gbif",2023-02-23,"4436327715"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.61937,26.595653,"gbif",2023-02-23,"4910673760"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.769099,26.131729,"gbif",2023-03-01,"4055033629"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.264681,30.00609,"gbif",2023-03-07,"4055028264"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.897133,25.659865,"gbif",2023-03-07,"4055039348"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.379223,25.955103,"gbif",2023-03-01,"4055116366"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.520755,29.82637,"gbif",2023-03-09,"4062563808"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.341092,28.172502,"gbif",2023-03-07,"4062739882"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.36876,27.769301,"gbif",2023-03-14,"4067619781"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.49436,24.655873,"gbif",2023-03-08,"4067164073"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.696975,30.802833,"gbif",2023-03-12,"4076266024"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.671303,30.804012,"gbif",2023-03-14,"4075574067"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.737265,27.953988,"gbif",2023-03-13,"4075671216"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.539385,27.649287,"gbif",2023-03-23,"4075590220"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.506255,27.713166,"gbif",2023-03-04,"4075960421"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.385368,27.53075,"gbif",2023-03-25,"4076325510"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.257527,25.870664,"gbif",2023-03-02,"4076459386"
"Crotalus adamanteus Palisot De Beauvois, 1799",-80.650833,27.718179,"gbif",2023-03-27,"4080633205"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.209192,31.340344,"gbif",2023-03-23,"4081022590"
"Crotalus adamanteus Palisot De Beauvois, 1799",-84.751964,30.178911,"gbif",2023-03-29,"4091750304"
"Crotalus adamanteus Palisot De Beauvois, 1799",-83.598865,31.758301,"gbif",2023-03-25,"4129718502"
"Crotalus adamanteus Palisot De Beauvois, 1799",-81.625489,30.951553,"gbif",2023-03-31,"4399894894"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.656344,31.199729,"gbif",2023-03-15,"4414041952"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.936264,28.124241,"gbif",2023-03-05,"4855010407"
"Crotalus adamanteus Palisot De Beauvois, 1799",-82.371429,27.503518,"gbif",2023-03-25,"4903908126"
"Crotalus adamanteus Palisot De Beauvois, 1799",-86.731664,30.650326,"gbif",2023-04-01,"4076408524"
"Crotalus adamanteus Palisot De Beauvois, 1799",-85.20213,31.156079,"gbif",2023-04-02,"4076127746"
